x_axis,y_axis,z_axis
-112.0,-1981.0,-568.0
-112.0,-1900.0,-545.0
-123.0,-1753.0,-526.0
-152.0,-977.0,-448.0
-194.0,359.0,-409.0
-320.0,1776.0,-317.0
-451.0,3131.0,-298.0
-500.0,3037.0,-200.0
-473.0,2866.0,-202.0
-469.0,2737.0,-185.0
-462.0,2649.0,-185.0
-450.0,2534.0,-190.0
-449.0,2433.0,-193.0
-443.0,2347.0,-187.0
-424.0,2260.0,-179.0
-405.0,2165.0,-176.0
-407.0,2042.0,-174.0
-398.0,1906.0,-170.0
-403.0,1658.0,-159.0
-509.0,844.0,-139.0
-573.0,-393.0,-238.0
-459.0,-1603.0,-553.0
-280.0,-2931.0,-684.0
-378.0,-3188.0,-707.0
-405.0,-3250.0,-626.0
-386.0,-3129.0,-608.0
-382.0,-2986.0,-592.0
-389.0,-2841.0,-570.0
-386.0,-2464.0,-529.0
-495.0,-923.0,-442.0
-770.0,549.0,-344.0
-959.0,1256.0,-128.0
-978.0,1287.0,-111.0
-955.0,1249.0,-143.0
-921.0,1146.0,-146.0
-999.0,-94.0,-61.0
-1161.0,-1523.0,-420.0
-841.0,-2627.0,-707.0
-862.0,-2821.0,-654.0
-829.0,-2737.0,-573.0
-827.0,-2077.0,-550.0
-968.0,-553.0,-469.0
-1261.0,903.0,-495.0
-1204.0,1059.0,-242.0
-1137.0,867.0,-199.0
-1177.0,-603.0,-69.0
-1329.0,-2010.0,-492.0
-1006.0,-2671.0,-330.0
-975.0,-2591.0,-302.0
-987.0,-1572.0,-299.0
-1311.0,-70.0,-495.0
-1527.0,298.0,27.0
-1489.0,239.0,80.0
-1517.0,-820.0,196.0
-1746.0,-2217.0,128.0
-1471.0,-2983.0,-172.0
-1493.0,-2872.0,-209.0
-1575.0,-1446.0,-229.0
-1952.0,49.0,-442.0
-1844.0,-191.0,-21.0
-1906.0,-1369.0,255.0
-2156.0,-2742.0,262.0
-2008.0,-3415.0,-9.0
-2022.0,-2683.0,-45.0
-2385.0,-1133.0,-233.0
-2584.0,-161.0,235.0
-2461.0,-274.0,268.0
-2517.0,-1695.0,349.0
-2308.0,-2983.0,-4.0
-2196.0,-3421.0,-11.0
-2069.0,-2795.0,5.0
-2167.0,-1239.0,-212.0
-2054.0,247.0,-263.0
-2010.0,153.0,-147.0
-2118.0,-1286.0,178.0
-1952.0,-1471.0,-75.0
-2089.0,-761.0,-24.0
-2196.0,-39.0,95.0
-2324.0,251.0,300.0
-2426.0,409.0,472.0
-2452.0,614.0,487.0
-2376.0,591.0,486.0
-2310.0,582.0,484.0
-2222.0,556.0,479.0
-2164.0,537.0,455.0
-2123.0,510.0,436.0
-2011.0,480.0,411.0
-1855.0,435.0,369.0
-1699.0,426.0,319.0
-1458.0,374.0,304.0
-1202.0,282.0,326.0
-911.0,247.0,284.0
-668.0,200.0,249.0
-488.0,121.0,246.0
-341.0,72.0,231.0
-331.0,101.0,159.0
-342.0,227.0,40.0
-228.0,267.0,11.0
-190.0,392.0,-23.0
-219.0,445.0,-33.0
-271.0,573.0,-42.0
-574.0,614.0,-119.0
-1316.0,731.0,-281.0
-1774.0,844.0,-322.0
-1916.0,807.0,-397.0
-2081.0,648.0,-402.0
-1931.0,619.0,-405.0
-1792.0,404.0,-393.0
-1700.0,336.0,-477.0
-1631.0,323.0,-460.0
-1565.0,311.0,-443.0
-1503.0,300.0,-428.0
-1443.0,293.0,-413.0
-1386.0,283.0,-399.0
-1331.0,273.0,-385.0
-1279.0,262.0,-372.0
-1229.0,253.0,-359.0
-1181.0,243.0,-347.0
-1135.0,236.0,-336.0
-1091.0,227.0,-324.0
-1049.0,219.0,-314.0
-1008.0,213.0,-304.0
-971.0,203.0,-294.0
-937.0,188.0,-319.0
-904.0,181.0,-283.0
-874.0,187.0,-268.0
-844.0,194.0,-250.0
-810.0,176.0,-214.0
-759.0,169.0,-254.0
-752.0,150.0,-224.0
-715.0,114.0,-205.0
-686.0,100.0,-207.0
-663.0,101.0,-201.0
-649.0,96.0,-179.0
-625.0,94.0,-164.0
-607.0,90.0,-162.0
-596.0,78.0,-148.0
-586.0,81.0,-122.0
-587.0,81.0,-123.0
-578.0,81.0,-130.0
-529.0,49.0,-167.0
-529.0,32.0,-168.0
-494.0,45.0,-157.0
-503.0,16.0,-147.0
-478.0,68.0,-154.0
-470.0,110.0,-156.0
-478.0,111.0,-165.0
-488.0,93.0,-171.0
-484.0,42.0,-169.0
-530.0,60.0,-216.0
-646.0,69.0,-270.0
-776.0,58.0,-307.0
-955.0,82.0,-332.0
-1104.0,72.0,-367.0
-1224.0,96.0,-402.0
-1345.0,87.0,-410.0
-1466.0,71.0,-422.0
-1589.0,93.0,-453.0
-1693.0,107.0,-453.0
-1749.0,123.0,-451.0
-1687.0,119.0,-448.0
-1527.0,116.0,-424.0
-1264.0,100.0,-386.0
-939.0,175.0,-345.0
-559.0,80.0,-246.0
-208.0,20.0,-142.0
16.0,21.0,-73.0
220.0,74.0,-37.0
642.0,-320.0,112.0
1075.0,-264.0,172.0
1396.0,-234.0,230.0
1639.0,-196.0,241.0
1823.0,-156.0,255.0
1899.0,1.0,321.0
2084.0,107.0,245.0
2152.0,146.0,234.0
2263.0,116.0,262.0
2406.0,128.0,287.0
2584.0,115.0,329.0
2684.0,112.0,319.0
2696.0,108.0,276.0
2706.0,125.0,277.0
2713.0,115.0,316.0
2538.0,116.0,349.0
2010.0,76.0,409.0
1221.0,43.0,504.0
434.0,43.0,599.0
-562.0,94.0,628.0
-1511.0,35.0,603.0
-2400.0,262.0,472.0
-3171.0,392.0,427.0
-3767.0,658.0,308.0
-3854.0,582.0,261.0
-3866.0,582.0,204.0
-3618.0,522.0,224.0
-3232.0,475.0,254.0
-2480.0,338.0,370.0
-1485.0,148.0,531.0
-597.0,222.0,677.0
253.0,328.0,809.0
1007.0,328.0,905.0
1710.0,208.0,987.0
2266.0,10.0,994.0
2797.0,-175.0,966.0
3210.0,-352.0,948.0
3499.0,-426.0,807.0
3515.0,-403.0,714.0
3281.0,-390.0,721.0
2773.0,-306.0,755.0
2094.0,-200.0,810.0
1167.0,-73.0,846.0
71.0,19.0,905.0
-1050.0,174.0,857.0
-1983.0,171.0,738.0
-2940.0,506.0,505.0
-3479.0,491.0,136.0
-3682.0,432.0,-66.0
-3719.0,390.0,-209.0
-3588.0,361.0,-244.0
-3274.0,354.0,-113.0
-2692.0,290.0,83.0
-1943.0,234.0,261.0
-1042.0,306.0,472.0
-139.0,357.0,669.0
734.0,314.0,829.0
1632.0,89.0,867.0
2392.0,-154.0,826.0
2963.0,-218.0,730.0
3627.0,-345.0,680.0
3843.0,-362.0,619.0
3610.0,-387.0,614.0
3077.0,-318.0,633.0
2346.0,-238.0,719.0
1288.0,-159.0,742.0
159.0,-137.0,788.0
-909.0,-12.0,783.0
-2096.0,77.0,634.0
-2925.0,253.0,454.0
-3435.0,264.0,189.0
-3594.0,235.0,26.0
-3500.0,207.0,-44.0
-3104.0,138.0,29.0
-2389.0,3.0,195.0
-1362.0,-156.0,450.0
-246.0,-294.0,680.0
724.0,-315.0,741.0
1635.0,-420.0,703.0
2458.0,-530.0,609.0
3132.0,-624.0,489.0
3687.0,-764.0,412.0
3985.0,-815.0,403.0
3696.0,-732.0,354.0
2889.0,-649.0,424.0
1832.0,-582.0,478.0
557.0,-292.0,391.0
-576.0,-220.0,300.0
-1806.0,-53.0,103.0
-2501.0,-11.0,-113.0
-3283.0,250.0,-459.0
-3503.0,176.0,-719.0
-3387.0,156.0,-766.0
-3038.0,95.0,-684.0
-2435.0,-3.0,-497.0
-1642.0,-101.0,-250.0
-823.0,-146.0,-83.0
7.0,-154.0,67.0
879.0,-140.0,164.0
1759.0,-215.0,257.0
2572.0,-356.0,199.0
3243.0,-499.0,118.0
3625.0,-608.0,7.0
3546.0,-591.0,2.0
3053.0,-527.0,76.0
2372.0,-476.0,249.0
1505.0,-296.0,294.0
273.0,-299.0,352.0
-885.0,-344.0,373.0
-1826.0,-56.0,274.0
-2661.0,121.0,40.0
-3297.0,278.0,-272.0
-3410.0,200.0,-414.0
-3296.0,117.0,-397.0
-3027.0,88.0,-322.0
-2464.0,6.0,-188.0
-1719.0,-63.0,-18.0
-881.0,-183.0,135.0
-64.0,-196.0,222.0
773.0,-175.0,267.0
1642.0,-188.0,309.0
2413.0,-235.0,214.0
3042.0,-281.0,87.0
3501.0,-354.0,26.0
3355.0,-313.0,70.0
2767.0,-250.0,82.0
1911.0,-192.0,141.0
863.0,-125.0,122.0
-473.0,-45.0,4.0
-1517.0,-31.0,-44.0
-2304.0,94.0,-171.0
-2828.0,275.0,-349.0
-3127.0,332.0,-580.0
-3088.0,236.0,-628.0
-2867.0,197.0,-552.0
-2332.0,90.0,-347.0
-1602.0,-103.0,-140.0
-786.0,-256.0,25.0
-69.0,-253.0,57.0
650.0,-323.0,83.0
1376.0,-382.0,97.0
2078.0,-427.0,68.0
2687.0,-467.0,4.0
3042.0,-582.0,-21.0
3040.0,-649.0,7.0
2663.0,-612.0,-19.0
2040.0,-568.0,30.0
1077.0,-447.0,108.0
101.0,-382.0,216.0
-798.0,-356.0,324.0
-1084.0,1092.0,862.0
-990.0,1000.0,866.0
-882.0,677.0,989.0
-944.0,920.0,911.0
-908.0,1274.0,849.0
-1052.0,1518.0,722.0
-1130.0,1588.0,682.0
-1469.0,1682.0,560.0
-1509.0,1540.0,512.0
-1376.0,1260.0,482.0
-1112.0,808.0,573.0
-753.0,499.0,611.0
-526.0,312.0,546.0
-126.0,145.0,335.0
122.0,69.0,232.0
419.0,7.0,0.0
739.0,0.0,-223.0
1000.0,105.0,-447.0
1409.0,380.0,-662.0
1837.0,590.0,-809.0
2161.0,746.0,-920.0
2469.0,916.0,-966.0
2377.0,951.0,-915.0
2054.0,963.0,-852.0
1843.0,930.0,-771.0
1841.0,1023.0,-753.0
1803.0,1033.0,-822.0
1668.0,421.0,-765.0
1480.0,-389.0,-640.0
1337.0,-1209.0,-536.0
1196.0,-2006.0,-500.0
1128.0,-2677.0,-543.0
1105.0,-2989.0,-550.0
1087.0,-3120.0,-585.0
1025.0,-3070.0,-634.0
954.0,-2699.0,-612.0
932.0,-2063.0,-550.0
919.0,-1394.0,-516.0
908.0,-526.0,-483.0
863.0,608.0,-580.0
867.0,1388.0,-580.0
848.0,1970.0,-575.0
879.0,2758.0,-687.0
769.0,3015.0,-688.0
637.0,3037.0,-672.0
564.0,2920.0,-645.0
523.0,2598.0,-621.0
407.0,2029.0,-610.0
356.0,1276.0,-622.0
188.0,269.0,-627.0
91.0,-574.0,-689.0
-26.0,-1148.0,-708.0
-64.0,-1873.0,-738.0
-64.0,-2304.0,-837.0
-35.0,-2423.0,-833.0
-11.0,-2376.0,-812.0
-25.0,-2120.0,-777.0
-34.0,-1697.0,-746.0
-28.0,-1166.0,-720.0
-53.0,-455.0,-612.0
-80.0,450.0,-548.0
-136.0,1040.0,-494.0
-154.0,1570.0,-444.0
-167.0,1943.0,-424.0
-169.0,2165.0,-385.0
-172.0,2174.0,-380.0
-194.0,1857.0,-369.0
-201.0,1302.0,-387.0
-209.0,660.0,-397.0
-240.0,-9.0,-429.0
-174.0,-683.0,-471.0
-171.0,-1246.0,-483.0
-171.0,-1742.0,-532.0
-119.0,-2019.0,-583.0
-70.0,-2184.0,-583.0
-40.0,-2253.0,-599.0
-77.0,-2140.0,-609.0
-98.0,-1850.0,-595.0
-78.0,-1646.0,-565.0
-21.0,-1317.0,-535.0
-32.0,-54.0,-535.0
-34.0,971.0,-554.0
-118.0,1685.0,-549.0
-151.0,2161.0,-526.0
-175.0,2666.0,-524.0
-236.0,2979.0,-506.0
-256.0,2942.0,-475.0
-269.0,2680.0,-471.0
-354.0,1853.0,-437.0
-396.0,665.0,-436.0
-483.0,-272.0,-420.0
-555.0,-1081.0,-448.0
-521.0,-2092.0,-512.0
-414.0,-2379.0,-578.0
-413.0,-2589.0,-583.0
-403.0,-2675.0,-572.0
-415.0,-2613.0,-548.0
-430.0,-2341.0,-528.0
-535.0,-1369.0,-530.0
-492.0,-202.0,-492.0
-493.0,926.0,-472.0
-530.0,1886.0,-444.0
-436.0,2580.0,-427.0
-447.0,3130.0,-413.0
-496.0,3306.0,-402.0
-514.0,3410.0,-371.0
-526.0,3164.0,-348.0
-513.0,2539.0,-338.0
-596.0,1658.0,-358.0
-640.0,816.0,-453.0
-684.0,17.0,-520.0
-694.0,-762.0,-579.0
-572.0,-1884.0,-653.0
-397.0,-2342.0,-650.0
-386.0,-2615.0,-656.0
-394.0,-2774.0,-670.0
-481.0,-2825.0,-680.0
-571.0,-2564.0,-638.0
-609.0,-1483.0,-536.0
-706.0,-132.0,-503.0
-804.0,1033.0,-442.0
-801.0,1830.0,-359.0
-717.0,2621.0,-323.0
-656.0,3393.0,-364.0
-692.0,3530.0,-288.0
-716.0,3435.0,-237.0
-709.0,3083.0,-213.0
-770.0,2654.0,-247.0
-853.0,1994.0,-291.0
-882.0,1090.0,-393.0
-857.0,357.0,-491.0
-754.0,-328.0,-532.0
-648.0,-1293.0,-575.0
-546.0,-2525.0,-737.0
-484.0,-3092.0,-730.0
-473.0,-3404.0,-716.0
-481.0,-3499.0,-702.0
-508.0,-3385.0,-641.0
-487.0,-3016.0,-558.0
-461.0,-2046.0,-451.0
-449.0,-685.0,-353.0
-573.0,616.0,-382.0
-658.0,1715.0,-346.0
-637.0,2535.0,-245.0
-602.0,2955.0,-192.0
-617.0,2837.0,-178.0
-669.0,2526.0,-189.0
-680.0,2191.0,-209.0
-671.0,2097.0,-217.0
-633.0,2027.0,-222.0
-617.0,2043.0,-248.0
-563.0,1955.0,-226.0
-508.0,1646.0,-209.0
-427.0,1425.0,-212.0
-362.0,1314.0,-208.0
-301.0,1159.0,-135.0
-277.0,1103.0,-132.0
-253.0,1059.0,-139.0
-228.0,993.0,-92.0
-201.0,878.0,-115.0
-175.0,663.0,-177.0
-191.0,428.0,-287.0
-256.0,59.0,-421.0
-246.0,-531.0,-355.0
-304.0,-1164.0,-296.0
-293.0,-1763.0,-272.0
-247.0,-2581.0,-205.0
-244.0,-3324.0,-213.0
-263.0,-3797.0,-299.0
-326.0,-4088.0,-319.0
-232.0,-4379.0,-306.0
-268.0,-4417.0,-282.0
-369.0,-4385.0,-148.0
-209.0,-4684.0,-247.0
-103.0,-5080.0,-143.0
-145.0,-5685.0,-87.0
-175.0,-6210.0,-16.0
-175.0,-6450.0,98.0
-160.0,-6596.0,130.0
-250.0,-6601.0,207.0
-262.0,-6527.0,67.0
-268.0,-6359.0,45.0
-74.0,-6680.0,159.0
-151.0,-6768.0,240.0
-216.0,-7151.0,499.0
-119.0,-7625.0,587.0
-195.0,-7828.0,656.0
-170.0,-8062.0,674.0
-240.0,-8099.0,595.0
-277.0,-8105.0,638.0
-235.0,-8022.0,683.0
-313.0,-7966.0,810.0
-425.0,-7902.0,854.0
-554.0,-8379.0,845.0
-496.0,-8620.0,751.0
-446.0,-8712.0,728.0
-445.0,-8643.0,714.0
-368.0,-8726.0,538.0
-316.0,-8494.0,445.0
-300.0,-8287.0,387.0
-270.0,-8063.0,389.0
-271.0,-7810.0,373.0
-285.0,-7328.0,356.0
-265.0,-6671.0,323.0
-317.0,-5822.0,250.0
-432.0,-4941.0,207.0
-469.0,-3587.0,188.0
-602.0,-2764.0,222.0
-553.0,-2266.0,337.0
-436.0,-1774.0,337.0
-422.0,-1252.0,291.0
-572.0,-614.0,249.0
-589.0,-140.0,116.0
-420.0,260.0,9.0
-360.0,749.0,28.0
-313.0,1151.0,-5.0
-262.0,1582.0,-16.0
-304.0,1799.0,-16.0
-305.0,2003.0,-70.0
-332.0,2275.0,-30.0
-292.0,2522.0,17.0
-161.0,2727.0,80.0
-69.0,3612.0,-26.0
96.0,4506.0,-107.0
192.0,5183.0,-147.0
187.0,5695.0,-160.0
184.0,6200.0,-107.0
315.0,6615.0,-84.0
406.0,6640.0,-129.0
419.0,6389.0,-135.0
374.0,6384.0,-82.0
345.0,6337.0,-73.0
349.0,6361.0,-39.0
382.0,6522.0,-42.0
607.0,6698.0,-138.0
624.0,6962.0,-286.0
578.0,7069.0,-264.0
744.0,7127.0,-274.0
724.0,6993.0,-354.0
733.0,6885.0,-288.0
782.0,6757.0,-298.0
633.0,6696.0,-379.0
444.0,6763.0,-528.0
426.0,6627.0,-455.0
496.0,6452.0,-442.0
396.0,6244.0,-386.0
342.0,6025.0,-354.0
343.0,5801.0,-333.0
393.0,5562.0,-324.0
283.0,5332.0,-289.0
283.0,5143.0,-313.0
216.0,4922.0,-277.0
220.0,4752.0,-272.0
189.0,4560.0,-258.0
175.0,4357.0,-253.0
165.0,4153.0,-247.0
143.0,3949.0,-229.0
129.0,3694.0,-207.0
125.0,3439.0,-186.0
114.0,3261.0,-172.0
102.0,3092.0,-162.0
85.0,2939.0,-160.0
68.0,2800.0,-147.0
59.0,2702.0,-146.0
55.0,2586.0,-135.0
52.0,2383.0,-131.0
-31.0,1567.0,19.0
-97.0,635.0,80.0
-186.0,-90.0,73.0
-216.0,-364.0,17.0
-215.0,-449.0,-9.0
-207.0,-196.0,-27.0
-140.0,210.0,-21.0
-116.0,534.0,-19.0
-127.0,647.0,0.0
-131.0,726.0,16.0
-121.0,815.0,6.0
-90.0,959.0,-40.0
-76.0,1174.0,-87.0
-91.0,1319.0,-97.0
-99.0,1392.0,-89.0
-68.0,1386.0,-88.0
-61.0,1317.0,-94.0
-89.0,879.0,-34.0
-142.0,239.0,56.0
-148.0,-271.0,51.0
-161.0,-473.0,11.0
-157.0,-452.0,-32.0
-151.0,-341.0,-63.0
-144.0,-189.0,-83.0
-143.0,-76.0,-91.0
-149.0,-32.0,-101.0
-155.0,14.0,-98.0
-155.0,83.0,-103.0
-157.0,163.0,-110.0
-161.0,214.0,-111.0
-161.0,250.0,-116.0
-169.0,322.0,-122.0
-173.0,378.0,-125.0
-166.0,367.0,-128.0
-167.0,352.0,-125.0
-166.0,341.0,-123.0
-166.0,329.0,-120.0
-169.0,320.0,-118.0
-166.0,306.0,-114.0
-162.0,296.0,-115.0
-161.0,290.0,-114.0
-156.0,285.0,-118.0
-155.0,301.0,-118.0
-156.0,315.0,-119.0
-153.0,353.0,-125.0
-148.0,394.0,-136.0
-140.0,410.0,-144.0
-143.0,411.0,-146.0
-152.0,434.0,-149.0
-148.0,451.0,-150.0
-149.0,467.0,-157.0
-150.0,482.0,-162.0
-154.0,514.0,-173.0
-155.0,569.0,-186.0
-151.0,622.0,-199.0
-147.0,630.0,-197.0
-149.0,631.0,-199.0
-155.0,631.0,-194.0
-153.0,643.0,-197.0
-154.0,716.0,-200.0
-156.0,805.0,-204.0
-166.0,893.0,-205.0
-171.0,963.0,-202.0
-169.0,1020.0,-192.0
-175.0,1114.0,-179.0
-174.0,1309.0,-151.0
-194.0,1602.0,-147.0
-212.0,1674.0,-148.0
-212.0,1630.0,-142.0
-214.0,1548.0,-134.0
-215.0,1481.0,-129.0
-206.0,1425.0,-128.0
-203.0,1363.0,-125.0
-195.0,1308.0,-125.0
-190.0,1250.0,-123.0
-188.0,1195.0,-123.0
-184.0,1144.0,-123.0
-182.0,1109.0,-122.0
-184.0,1089.0,-123.0
-179.0,1057.0,-126.0
-181.0,1020.0,-126.0
-184.0,981.0,-130.0
-180.0,940.0,-132.0
-180.0,900.0,-135.0
-173.0,865.0,-136.0
-156.0,825.0,-136.0
-149.0,785.0,-130.0
-150.0,770.0,-137.0
-151.0,756.0,-140.0
-154.0,733.0,-131.0
-150.0,710.0,-117.0
-140.0,685.0,-111.0
-119.0,660.0,-108.0
-119.0,631.0,-100.0
-128.0,603.0,-100.0
-131.0,567.0,-98.0
-136.0,538.0,-99.0
-130.0,514.0,-105.0
-129.0,483.0,-102.0
-131.0,457.0,-103.0
-124.0,441.0,-96.0
-113.0,422.0,-90.0
-114.0,421.0,-94.0
-119.0,404.0,-95.0
-120.0,387.0,-95.0
-110.0,365.0,-94.0
-117.0,352.0,-89.0
-117.0,346.0,-82.0
-67.0,356.0,-83.0
-75.0,328.0,-88.0
-64.0,313.0,-99.0
-106.0,302.0,-127.0
-132.0,275.0,-120.0
-112.0,256.0,-110.0
-101.0,251.0,-111.0
-103.0,257.0,-122.0
-117.0,229.0,-113.0
-123.0,196.0,-109.0
-135.0,195.0,-107.0
-160.0,183.0,-92.0
-196.0,211.0,-108.0
-201.0,197.0,-103.0
-184.0,198.0,-86.0
-183.0,198.0,-81.0
-176.0,195.0,-69.0
-163.0,201.0,-55.0
-154.0,215.0,-64.0
-162.0,232.0,-70.0
-151.0,224.0,-67.0
-152.0,212.0,-60.0
-164.0,189.0,-54.0
-161.0,174.0,-50.0
-158.0,160.0,-55.0
-151.0,148.0,-55.0
-144.0,152.0,-52.0
-148.0,162.0,-55.0
-148.0,165.0,-56.0
-148.0,162.0,-53.0
-146.0,158.0,-51.0
-145.0,150.0,-48.0
-149.0,146.0,-51.0
-157.0,139.0,-57.0
-152.0,134.0,-61.0
-155.0,125.0,-61.0
-156.0,123.0,-67.0
-156.0,119.0,-70.0
-152.0,112.0,-72.0
-157.0,107.0,-72.0
-155.0,101.0,-74.0
-155.0,97.0,-74.0
-155.0,95.0,-75.0
-151.0,90.0,-76.0
-149.0,90.0,-78.0
-147.0,88.0,-77.0
-144.0,81.0,-76.0
-143.0,79.0,-77.0
-142.0,80.0,-76.0
-138.0,78.0,-76.0
-133.0,75.0,-80.0
-131.0,72.0,-80.0
-128.0,73.0,-83.0
-125.0,69.0,-84.0
-122.0,68.0,-85.0
-120.0,67.0,-88.0
-119.0,65.0,-89.0
-118.0,62.0,-86.0
-119.0,61.0,-84.0
-117.0,55.0,-79.0
-118.0,53.0,-77.0
-119.0,45.0,-74.0
-126.0,43.0,-74.0
-125.0,44.0,-75.0
-121.0,41.0,-76.0
-119.0,44.0,-77.0
-115.0,44.0,-80.0
-115.0,45.0,-77.0
-116.0,43.0,-75.0
-113.0,43.0,-74.0
-114.0,44.0,-73.0
-115.0,45.0,-75.0
-119.0,46.0,-74.0
-117.0,47.0,-77.0
-116.0,44.0,-81.0
-120.0,41.0,-81.0
-122.0,43.0,-82.0
-120.0,45.0,-81.0
-120.0,44.0,-79.0
-128.0,46.0,-81.0
-135.0,48.0,-81.0
-133.0,49.0,-79.0
-136.0,50.0,-78.0
-139.0,50.0,-80.0
-138.0,48.0,-80.0
-140.0,51.0,-83.0
-140.0,54.0,-84.0
-137.0,53.0,-85.0
-133.0,55.0,-83.0
-133.0,53.0,-77.0
-132.0,50.0,-76.0
-131.0,50.0,-75.0
-130.0,46.0,-73.0
-128.0,49.0,-74.0
-126.0,48.0,-73.0
-127.0,49.0,-75.0
-127.0,48.0,-74.0
-125.0,45.0,-76.0
-123.0,43.0,-75.0
-120.0,39.0,-72.0
-114.0,35.0,-71.0
-110.0,34.0,-71.0
-111.0,34.0,-70.0
-110.0,35.0,-73.0
-111.0,32.0,-73.0
-108.0,33.0,-71.0
-106.0,34.0,-72.0
-102.0,32.0,-69.0
-102.0,30.0,-67.0
-104.0,27.0,-69.0
-106.0,30.0,-73.0
-104.0,31.0,-76.0
-108.0,34.0,-77.0
-110.0,34.0,-80.0
-111.0,36.0,-81.0
-113.0,35.0,-81.0
-115.0,38.0,-83.0
-117.0,41.0,-83.0
-119.0,40.0,-81.0
-120.0,42.0,-81.0
-121.0,39.0,-82.0
-121.0,40.0,-87.0
-121.0,40.0,-87.0
-120.0,41.0,-87.0
-121.0,43.0,-89.0
-123.0,44.0,-90.0
-122.0,47.0,-92.0
-126.0,50.0,-92.0
-124.0,53.0,-91.0
-125.0,51.0,-88.0
-126.0,53.0,-88.0
-127.0,51.0,-85.0
-125.0,49.0,-88.0
-127.0,51.0,-87.0
-128.0,50.0,-86.0
-125.0,49.0,-86.0
-126.0,50.0,-85.0
-124.0,47.0,-82.0
-124.0,45.0,-83.0
-122.0,42.0,-83.0
-118.0,36.0,-79.0
-115.0,35.0,-75.0
-116.0,35.0,-73.0
-112.0,33.0,-72.0
-109.0,31.0,-72.0
-107.0,29.0,-71.0
-103.0,30.0,-67.0
-104.0,36.0,-69.0
-104.0,36.0,-68.0
-104.0,39.0,-69.0
-110.0,43.0,-69.0
-109.0,45.0,-70.0
-111.0,44.0,-72.0
-111.0,44.0,-74.0
-115.0,44.0,-74.0
-112.0,46.0,-76.0
-121.0,47.0,-78.0
-120.0,48.0,-78.0
-122.0,49.0,-76.0
-125.0,50.0,-78.0
-128.0,49.0,-78.0
-130.0,50.0,-80.0
-130.0,50.0,-81.0
-127.0,48.0,-81.0
-127.0,46.0,-81.0
-129.0,48.0,-83.0
-128.0,43.0,-82.0
-135.0,49.0,-82.0
-132.0,50.0,-83.0
-134.0,51.0,-82.0
-132.0,50.0,-83.0
-131.0,50.0,-82.0
-130.0,53.0,-84.0
-135.0,52.0,-82.0
-133.0,55.0,-85.0
-134.0,56.0,-84.0
-131.0,57.0,-84.0
-132.0,56.0,-84.0
-132.0,57.0,-84.0
-138.0,58.0,-84.0
-137.0,60.0,-87.0
-136.0,58.0,-86.0
-134.0,59.0,-87.0
-135.0,60.0,-89.0
-134.0,58.0,-86.0
-133.0,59.0,-88.0
-134.0,58.0,-88.0
-131.0,59.0,-87.0
-130.0,58.0,-85.0
-130.0,58.0,-84.0
-133.0,57.0,-83.0
-134.0,56.0,-85.0
-140.0,55.0,-85.0
-136.0,54.0,-85.0
-135.0,54.0,-84.0
-135.0,55.0,-86.0
-137.0,55.0,-86.0
-134.0,54.0,-87.0
-141.0,50.0,-86.0
-139.0,50.0,-85.0
-138.0,51.0,-84.0
-139.0,55.0,-87.0
-141.0,55.0,-87.0
-138.0,56.0,-89.0
-145.0,56.0,-89.0
-145.0,52.0,-86.0
-144.0,45.0,-83.0
-145.0,34.0,-82.0
-143.0,6.0,-69.0
-147.0,-8.0,-71.0
-148.0,-38.0,-67.0
-143.0,-49.0,-64.0
-150.0,-77.0,-57.0
-152.0,-104.0,-56.0
-145.0,-130.0,-54.0
-141.0,-146.0,-54.0
-142.0,-173.0,-51.0
-138.0,-187.0,-50.0
-135.0,-187.0,-49.0
-134.0,-181.0,-49.0
-133.0,-188.0,-47.0
-136.0,-201.0,-44.0
-145.0,-268.0,-33.0
-143.0,-259.0,-36.0
-137.0,-274.0,-34.0
-137.0,-270.0,-37.0
-138.0,-266.0,-39.0
-139.0,-265.0,-42.0
-142.0,-287.0,-38.0
-141.0,-297.0,-33.0
-142.0,-306.0,-31.0
-137.0,-300.0,-35.0
-136.0,-339.0,-26.0
-141.0,-359.0,-29.0
-146.0,-386.0,-24.0
-151.0,-414.0,-17.0
-148.0,-434.0,-19.0
-144.0,-447.0,-17.0
-149.0,-482.0,-12.0
-157.0,-515.0,-2.0
-162.0,-540.0,1.0
-169.0,-579.0,14.0
-162.0,-608.0,20.0
-158.0,-640.0,29.0
-158.0,-647.0,34.0
-162.0,-676.0,44.0
-164.0,-712.0,49.0
-175.0,-742.0,59.0
-175.0,-764.0,61.0
-182.0,-805.0,64.0
-188.0,-858.0,68.0
-195.0,-905.0,70.0
-202.0,-956.0,70.0
-208.0,-1014.0,66.0
-199.0,-1082.0,52.0
-191.0,-1142.0,53.0
-195.0,-1201.0,53.0
-198.0,-1281.0,55.0
-206.0,-1344.0,62.0
-216.0,-1407.0,69.0
-225.0,-1450.0,74.0
-231.0,-1482.0,79.0
-231.0,-1496.0,77.0
-234.0,-1521.0,77.0
-230.0,-1556.0,84.0
-236.0,-1593.0,87.0
-236.0,-1614.0,86.0
-238.0,-1630.0,86.0
-243.0,-1639.0,85.0
-233.0,-1637.0,76.0
-219.0,-1649.0,72.0
-210.0,-1664.0,70.0
-204.0,-1706.0,60.0
-191.0,-1686.0,19.0
-172.0,-1696.0,25.0
