x_axis,y_axis,z_axis
-168.0,-1694.0,27.0
-159.0,-1692.0,37.0
-156.0,-1718.0,34.0
-156.0,-1755.0,44.0
-165.0,-1797.0,57.0
-172.0,-1845.0,61.0
-171.0,-1888.0,77.0
-176.0,-1897.0,87.0
-178.0,-1880.0,92.0
-199.0,-1840.0,94.0
-221.0,-1832.0,87.0
-223.0,-1794.0,69.0
-232.0,-1764.0,75.0
-238.0,-1716.0,65.0
-246.0,-1660.0,64.0
-264.0,-1613.0,60.0
-273.0,-1564.0,50.0
-281.0,-1514.0,40.0
-281.0,-1457.0,35.0
-288.0,-1410.0,29.0
-299.0,-1366.0,41.0
-314.0,-1303.0,63.0
-319.0,-1373.0,68.0
-325.0,-1466.0,69.0
-329.0,-1481.0,83.0
-330.0,-1486.0,87.0
-324.0,-1523.0,85.0
-321.0,-1565.0,86.0
-314.0,-1572.0,87.0
-309.0,-1629.0,78.0
-297.0,-1664.0,72.0
-292.0,-1636.0,64.0
-285.0,-1653.0,64.0
-284.0,-1676.0,71.0
-282.0,-1708.0,51.0
-268.0,-1720.0,49.0
-249.0,-1759.0,35.0
-244.0,-1790.0,64.0
-228.0,-1803.0,30.0
-204.0,-1833.0,14.0
-201.0,-1818.0,10.0
-213.0,-1812.0,21.0
-225.0,-1816.0,45.0
-220.0,-1828.0,63.0
-221.0,-1815.0,66.0
-223.0,-1833.0,65.0
-231.0,-1837.0,60.0
-229.0,-1855.0,58.0
-231.0,-1848.0,56.0
-232.0,-1840.0,54.0
-228.0,-1835.0,49.0
-217.0,-1853.0,44.0
-226.0,-1871.0,43.0
-231.0,-1928.0,36.0
-229.0,-1945.0,35.0
-221.0,-2007.0,41.0
-219.0,-1997.0,42.0
-213.0,-1987.0,36.0
-209.0,-1989.0,32.0
-217.0,-1990.0,44.0
-214.0,-1977.0,49.0
-218.0,-2002.0,52.0
-204.0,-2011.0,49.0
-195.0,-1984.0,42.0
-195.0,-1980.0,38.0
-201.0,-1972.0,30.0
-201.0,-1969.0,24.0
-195.0,-1964.0,21.0
-194.0,-1982.0,19.0
-186.0,-1988.0,14.0
-177.0,-1990.0,10.0
-174.0,-1982.0,9.0
-172.0,-1960.0,6.0
-175.0,-1939.0,7.0
-176.0,-1911.0,7.0
-183.0,-1912.0,6.0
-186.0,-1929.0,9.0
-209.0,-1934.0,15.0
-233.0,-2007.0,61.0
-243.0,-2014.0,98.0
-251.0,-1985.0,97.0
-265.0,-1979.0,88.0
-280.0,-2008.0,83.0
-291.0,-2011.0,85.0
-289.0,-1978.0,67.0
-288.0,-1966.0,43.0
-250.0,-1959.0,15.0
-254.0,-1950.0,-1.0
-272.0,-1948.0,-10.0
-285.0,-1965.0,-14.0
-292.0,-1962.0,-21.0
-285.0,-1934.0,-25.0
-277.0,-1955.0,-48.0
-265.0,-1956.0,-47.0
-270.0,-1995.0,-39.0
-246.0,-1979.0,-26.0
-162.0,-1977.0,-28.0
-20.0,-1959.0,-12.0
-16.0,-1942.0,-12.0
-107.0,-1939.0,12.0
-147.0,-1991.0,28.0
-130.0,-2058.0,-7.0
-133.0,-2149.0,-8.0
-150.0,-2262.0,41.0
-171.0,-2354.0,78.0
-194.0,-2474.0,89.0
-193.0,-2433.0,67.0
-204.0,-2432.0,60.0
-225.0,-2431.0,61.0
-217.0,-2457.0,104.0
-195.0,-2423.0,120.0
-213.0,-2367.0,51.0
-230.0,-2337.0,33.0
-221.0,-2322.0,52.0
-253.0,-2283.0,31.0
-264.0,-2170.0,16.0
-272.0,-2096.0,23.0
-264.0,-2062.0,-4.0
-250.0,-2027.0,-11.0
-243.0,-1976.0,-16.0
-243.0,-1934.0,-32.0
-249.0,-1908.0,-32.0
-261.0,-1903.0,-29.0
-276.0,-1884.0,-20.0
-281.0,-1860.0,-19.0
-264.0,-1851.0,-34.0
-256.0,-1842.0,-32.0
-227.0,-1868.0,-23.0
-203.0,-1960.0,-44.0
-205.0,-2059.0,-50.0
-199.0,-2112.0,-56.0
-190.0,-2075.0,-54.0
-191.0,-2042.0,-72.0
-199.0,-1991.0,-75.0
-201.0,-1970.0,-78.0
-198.0,-1946.0,-83.0
-204.0,-1967.0,-91.0
-212.0,-1990.0,-94.0
-215.0,-2007.0,-93.0
-213.0,-2018.0,-99.0
-209.0,-2015.0,-89.0
-206.0,-2036.0,-90.0
-198.0,-2073.0,-88.0
-191.0,-2107.0,-88.0
-179.0,-2127.0,-88.0
-175.0,-2113.0,-88.0
-166.0,-2100.0,-90.0
-146.0,-2086.0,-89.0
-123.0,-2089.0,-86.0
-110.0,-2112.0,-94.0
-93.0,-2153.0,-99.0
-80.0,-2188.0,-112.0
-60.0,-2232.0,-99.0
-55.0,-2272.0,-105.0
-47.0,-2321.0,-104.0
-44.0,-2348.0,-102.0
-38.0,-2390.0,-100.0
-25.0,-2441.0,-98.0
-19.0,-2514.0,-99.0
-3.0,-2598.0,-98.0
0.0,-2669.0,-91.0
1.0,-2717.0,-81.0
-6.0,-2679.0,-62.0
-8.0,-2593.0,-50.0
-19.0,-2453.0,-55.0
-35.0,-2275.0,-65.0
-54.0,-2090.0,-80.0
-83.0,-1839.0,-140.0
-93.0,-1459.0,-202.0
-103.0,-908.0,-232.0
-123.0,-188.0,-216.0
-147.0,586.0,-161.0
-257.0,1516.0,-69.0
-451.0,2390.0,69.0
-587.0,3039.0,253.0
-650.0,3232.0,291.0
-642.0,3235.0,302.0
-636.0,3273.0,259.0
-602.0,3461.0,208.0
-229.0,3472.0,338.0
-162.0,3839.0,418.0
-64.0,4399.0,331.0
-42.0,4714.0,322.0
-95.0,4915.0,424.0
-164.0,4967.0,455.0
-126.0,5003.0,419.0
-335.0,4856.0,315.0
-552.0,4649.0,343.0
-760.0,4630.0,348.0
-1267.0,4673.0,409.0
-1800.0,4579.0,503.0
-2191.0,4257.0,522.0
-2280.0,3822.0,552.0
-2357.0,3633.0,344.0
-2241.0,3147.0,163.0
-2026.0,3037.0,195.0
-1957.0,2916.0,116.0
-1882.0,2781.0,89.0
-1833.0,2644.0,73.0
-1755.0,2527.0,66.0
-1687.0,2370.0,56.0
-1618.0,2270.0,50.0
-1553.0,2173.0,44.0
-1494.0,2093.0,73.0
-1433.0,1997.0,37.0
-1380.0,1911.0,-16.0
-1303.0,1772.0,47.0
-1252.0,1696.0,42.0
-1203.0,1624.0,36.0
-1156.0,1555.0,31.0
-1112.0,1489.0,27.0
-1069.0,1426.0,22.0
-1028.0,1366.0,17.0
-989.0,1309.0,12.0
-952.0,1254.0,8.0
-916.0,1201.0,5.0
-882.0,1150.0,1.0
-849.0,1102.0,-3.0
-818.0,1056.0,-6.0
-788.0,1011.0,-9.0
-759.0,968.0,-12.0
-732.0,928.0,-15.0
-706.0,890.0,-18.0
-681.0,852.0,-20.0
-657.0,818.0,-23.0
-634.0,784.0,-25.0
-613.0,752.0,-27.0
-591.0,721.0,-30.0
-571.0,692.0,-33.0
-552.0,663.0,-35.0
-533.0,636.0,-37.0
-516.0,610.0,-39.0
-498.0,586.0,-41.0
-482.0,562.0,-42.0
-467.0,540.0,-44.0
-452.0,518.0,-46.0
-438.0,497.0,-47.0
-424.0,478.0,-49.0
-412.0,459.0,-50.0
-400.0,440.0,-52.0
-389.0,423.0,-53.0
-377.0,407.0,-54.0
-367.0,391.0,-56.0
-356.0,376.0,-57.0
-347.0,361.0,-58.0
-337.0,347.0,-59.0
-329.0,334.0,-60.0
-320.0,321.0,-61.0
-312.0,310.0,-62.0
-304.0,298.0,-63.0
-296.0,288.0,-63.0
-289.0,277.0,-64.0
-282.0,267.0,-64.0
-276.0,257.0,-65.0
-269.0,248.0,-66.0
-263.0,239.0,-67.0
-257.0,231.0,-68.0
-252.0,222.0,-69.0
-246.0,215.0,-69.0
-241.0,207.0,-70.0
-236.0,200.0,-70.0
-232.0,193.0,-70.0
-228.0,186.0,-71.0
-224.0,180.0,-72.0
-220.0,174.0,-72.0
-216.0,169.0,-73.0
-212.0,163.0,-73.0
-209.0,158.0,-73.0
-205.0,153.0,-73.0
-202.0,148.0,-73.0
-199.0,144.0,-74.0
-196.0,139.0,-74.0
-194.0,135.0,-74.0
-191.0,132.0,-74.0
-188.0,128.0,-74.0
-186.0,124.0,-74.0
-184.0,121.0,-74.0
-181.0,118.0,-75.0
-179.0,115.0,-75.0
-176.0,112.0,-75.0
-174.0,110.0,-75.0
-172.0,107.0,-76.0
-171.0,104.0,-76.0
-169.0,102.0,-77.0
-167.0,99.0,-77.0
-166.0,97.0,-77.0
-164.0,95.0,-78.0
-163.0,92.0,-78.0
-162.0,90.0,-78.0
-161.0,88.0,-78.0
-160.0,86.0,-78.0
-158.0,84.0,-78.0
-157.0,82.0,-78.0
-156.0,80.0,-78.0
-154.0,78.0,-79.0
-153.0,77.0,-79.0
-152.0,76.0,-79.0
-151.0,74.0,-79.0
-150.0,73.0,-79.0
-150.0,72.0,-79.0
-149.0,71.0,-80.0
-147.0,70.0,-80.0
-147.0,69.0,-80.0
-146.0,69.0,-79.0
-146.0,67.0,-80.0
-145.0,66.0,-79.0
-145.0,65.0,-79.0
-145.0,64.0,-79.0
-144.0,64.0,-79.0
-144.0,63.0,-79.0
-143.0,62.0,-80.0
-143.0,62.0,-80.0
-142.0,61.0,-80.0
-142.0,60.0,-80.0
-142.0,59.0,-80.0
-141.0,59.0,-81.0
-140.0,58.0,-81.0
-140.0,58.0,-81.0
-139.0,57.0,-81.0
-139.0,57.0,-82.0
-139.0,57.0,-81.0
-139.0,56.0,-81.0
-139.0,55.0,-81.0
-139.0,55.0,-82.0
-139.0,54.0,-82.0
-139.0,54.0,-82.0
-139.0,54.0,-83.0
-138.0,53.0,-83.0
-138.0,53.0,-83.0
-138.0,53.0,-83.0
-138.0,52.0,-83.0
-138.0,52.0,-83.0
-137.0,52.0,-83.0
-137.0,51.0,-83.0
-137.0,51.0,-83.0
-136.0,51.0,-83.0
-136.0,50.0,-83.0
-135.0,50.0,-84.0
-136.0,50.0,-83.0
-136.0,50.0,-84.0
-136.0,50.0,-84.0
-136.0,50.0,-83.0
-136.0,50.0,-83.0
-136.0,50.0,-83.0
-136.0,50.0,-83.0
-135.0,50.0,-83.0
-135.0,50.0,-83.0
-135.0,50.0,-83.0
-134.0,50.0,-83.0
-135.0,49.0,-83.0
-135.0,50.0,-83.0
-134.0,50.0,-83.0
-134.0,50.0,-83.0
-135.0,50.0,-83.0
-135.0,50.0,-83.0
-135.0,49.0,-83.0
-135.0,49.0,-84.0
-135.0,49.0,-84.0
-135.0,49.0,-84.0
-135.0,49.0,-84.0
-135.0,48.0,-84.0
-135.0,48.0,-84.0
-134.0,48.0,-84.0
-135.0,48.0,-84.0
-135.0,48.0,-83.0
-134.0,48.0,-83.0
-134.0,48.0,-83.0
-134.0,47.0,-83.0
-134.0,47.0,-83.0
-134.0,47.0,-83.0
-134.0,47.0,-82.0
-134.0,47.0,-82.0
-134.0,47.0,-83.0
-133.0,46.0,-83.0
-134.0,46.0,-83.0
-134.0,46.0,-84.0
-133.0,46.0,-84.0
-133.0,45.0,-83.0
-132.0,45.0,-83.0
-132.0,45.0,-84.0
-133.0,45.0,-84.0
-132.0,46.0,-84.0
-132.0,46.0,-83.0
-132.0,46.0,-84.0
-132.0,46.0,-84.0
-133.0,45.0,-83.0
-133.0,45.0,-83.0
-133.0,46.0,-83.0
-133.0,46.0,-83.0
-133.0,45.0,-83.0
-132.0,45.0,-83.0
-133.0,45.0,-84.0
-132.0,45.0,-84.0
-132.0,45.0,-84.0
-133.0,44.0,-84.0
-133.0,44.0,-84.0
-133.0,44.0,-83.0
-133.0,44.0,-83.0
-134.0,44.0,-83.0
-134.0,44.0,-83.0
-134.0,44.0,-83.0
-134.0,44.0,-83.0
-134.0,44.0,-83.0
-134.0,44.0,-83.0
-134.0,45.0,-83.0
-135.0,45.0,-83.0
-135.0,45.0,-82.0
-135.0,45.0,-83.0
-135.0,45.0,-83.0
-135.0,45.0,-83.0
-135.0,45.0,-83.0
-134.0,45.0,-82.0
-134.0,45.0,-82.0
-134.0,46.0,-82.0
-134.0,46.0,-82.0
-134.0,46.0,-83.0
-134.0,46.0,-83.0
-134.0,46.0,-83.0
-134.0,46.0,-83.0
-134.0,46.0,-83.0
-134.0,46.0,-83.0
-133.0,46.0,-83.0
-133.0,46.0,-83.0
-133.0,46.0,-83.0
-133.0,46.0,-82.0
-133.0,46.0,-83.0
-133.0,46.0,-82.0
-134.0,46.0,-82.0
-134.0,45.0,-82.0
-134.0,45.0,-83.0
-134.0,45.0,-82.0
-134.0,45.0,-83.0
-134.0,46.0,-83.0
-134.0,46.0,-83.0
-134.0,46.0,-83.0
-134.0,46.0,-84.0
-134.0,46.0,-83.0
-133.0,46.0,-84.0
-133.0,47.0,-84.0
-133.0,47.0,-84.0
-134.0,46.0,-82.0
-133.0,46.0,-83.0
-133.0,46.0,-83.0
-133.0,45.0,-83.0
-133.0,46.0,-82.0
-134.0,45.0,-82.0
-134.0,45.0,-82.0
-133.0,45.0,-82.0
-134.0,45.0,-82.0
-134.0,45.0,-82.0
-134.0,45.0,-82.0
-134.0,45.0,-82.0
-134.0,45.0,-82.0
-134.0,45.0,-82.0
-134.0,45.0,-82.0
-134.0,45.0,-82.0
-134.0,46.0,-82.0
-134.0,46.0,-83.0
-134.0,46.0,-83.0
-134.0,46.0,-82.0
-134.0,45.0,-83.0
-134.0,45.0,-82.0
-134.0,46.0,-82.0
-134.0,47.0,-82.0
-134.0,47.0,-82.0
-133.0,47.0,-82.0
-133.0,47.0,-82.0
-133.0,47.0,-82.0
-133.0,46.0,-82.0
-133.0,47.0,-82.0
-134.0,47.0,-83.0
-134.0,47.0,-83.0
-133.0,47.0,-83.0
-134.0,47.0,-83.0
-134.0,47.0,-83.0
-134.0,47.0,-83.0
-133.0,47.0,-83.0
-134.0,46.0,-82.0
-134.0,46.0,-83.0
-134.0,46.0,-82.0
-134.0,46.0,-83.0
-135.0,46.0,-83.0
-134.0,47.0,-83.0
-134.0,47.0,-83.0
-134.0,47.0,-83.0
-134.0,47.0,-83.0
-133.0,47.0,-83.0
-133.0,47.0,-83.0
-133.0,47.0,-83.0
-133.0,47.0,-83.0
-133.0,46.0,-83.0
-134.0,46.0,-83.0
-134.0,46.0,-83.0
-134.0,46.0,-83.0
-134.0,47.0,-83.0
-134.0,47.0,-84.0
-133.0,47.0,-84.0
-133.0,47.0,-84.0
-133.0,47.0,-84.0
-133.0,47.0,-83.0
-136.0,59.0,-83.0
-138.0,63.0,-88.0
-138.0,61.0,-102.0
-135.0,54.0,-101.0
-134.0,53.0,-96.0
-134.0,52.0,-95.0
-134.0,53.0,-95.0
-134.0,52.0,-94.0
-134.0,52.0,-94.0
-134.0,52.0,-93.0
-134.0,51.0,-92.0
-133.0,51.0,-92.0
-133.0,50.0,-92.0
-133.0,50.0,-92.0
-125.0,58.0,16.0
-123.0,56.0,33.0
-123.0,55.0,28.0
-124.0,55.0,23.0
-123.0,57.0,22.0
-122.0,56.0,18.0
316.0,26.0,4.0
874.0,13.0,62.0
974.0,22.0,0.0
1239.0,12.0,-21.0
906.0,30.0,2.0
456.0,65.0,52.0
245.0,78.0,38.0
-158.0,94.0,49.0
-152.0,68.0,13.0
-153.0,70.0,0.0
-150.0,74.0,-30.0
-149.0,74.0,-32.0
-148.0,73.0,-35.0
-148.0,72.0,-36.0
-153.0,70.0,-92.0
-156.0,74.0,-95.0
-152.0,58.0,-107.0
-153.0,59.0,-105.0
-152.0,60.0,-105.0
-150.0,57.0,-104.0
-144.0,57.0,-103.0
-143.0,57.0,-92.0
-127.0,4.0,-92.0
-128.0,7.0,-90.0
-133.0,36.0,-39.0
-131.0,31.0,-27.0
-141.0,48.0,-69.0
-146.0,47.0,-78.0
-148.0,49.0,-90.0
-144.0,51.0,-92.0
-145.0,49.0,-93.0
-132.0,56.0,-104.0
-133.0,55.0,-110.0
-133.0,54.0,-110.0
-133.0,53.0,-108.0
-133.0,54.0,-103.0
-133.0,54.0,-100.0
-132.0,52.0,-94.0
-131.0,51.0,-93.0
-131.0,51.0,-93.0
-126.0,48.0,-93.0
-127.0,48.0,-92.0
-125.0,47.0,-92.0
-126.0,48.0,-88.0
-116.0,39.0,-87.0
-18.0,42.0,-79.0
1104.0,68.0,-218.0
1848.0,155.0,-285.0
2177.0,159.0,-307.0
2056.0,146.0,-267.0
1955.0,142.0,-256.0
1841.0,139.0,-257.0
1762.0,136.0,-241.0
1675.0,132.0,-234.0
1594.0,129.0,-227.0
1527.0,124.0,-219.0
1454.0,120.0,-213.0
1371.0,116.0,-206.0
1304.0,112.0,-208.0
1219.0,107.0,-204.0
975.0,110.0,-197.0
382.0,90.0,-114.0
-944.0,40.0,-86.0
-926.0,192.0,-124.0
-891.0,190.0,-83.0
-859.0,187.0,-76.0
-827.0,182.0,-76.0
-796.0,175.0,-76.0
-767.0,167.0,-77.0
-739.0,161.0,-78.0
-713.0,156.0,-82.0
-689.0,153.0,-86.0
-665.0,146.0,-93.0
-643.0,140.0,-106.0
-622.0,137.0,-125.0
-601.0,132.0,-140.0
-582.0,128.0,-149.0
-563.0,125.0,-152.0
-544.0,118.0,-140.0
-525.0,115.0,-126.0
-506.0,111.0,-110.0
-489.0,106.0,-102.0
-474.0,105.0,-103.0
-459.0,103.0,-102.0
-444.0,101.0,-100.0
-431.0,100.0,-99.0
-419.0,99.0,-99.0
-409.0,105.0,-98.0
-397.0,103.0,-98.0
-384.0,94.0,-97.0
-372.0,92.0,-96.0
-363.0,93.0,-105.0
-353.0,91.0,-103.0
-343.0,90.0,-97.0
-333.0,88.0,-84.0
-323.0,86.0,-77.0
-315.0,85.0,-77.0
-306.0,64.0,-59.0
-293.0,77.0,-30.0
-285.0,76.0,-22.0
-280.0,74.0,-41.0
-272.0,73.0,-23.0
-264.0,74.0,-4.0
-254.0,74.0,50.0
-248.0,70.0,61.0
-242.0,69.0,45.0
-238.0,68.0,29.0
-229.0,69.0,95.0
-226.0,70.0,71.0
-222.0,64.0,55.0
-218.0,65.0,46.0
-217.0,64.0,33.0
-218.0,60.0,-27.0
-231.0,59.0,-252.0
-233.0,48.0,-354.0
-229.0,52.0,-339.0
-212.0,35.0,-263.0
-204.0,39.0,-202.0
-197.0,34.0,-146.0
-188.0,35.0,-68.0
-181.0,40.0,-12.0
-180.0,42.0,-25.0
-180.0,41.0,-54.0
-178.0,42.0,-56.0
-177.0,44.0,-60.0
-175.0,42.0,-61.0
-174.0,44.0,-62.0
-172.0,43.0,-62.0
-169.0,40.0,-63.0
-172.0,40.0,-120.0
-172.0,41.0,-133.0
-168.0,42.0,-101.0
-167.0,24.0,-99.0
-165.0,21.0,-111.0
-164.0,24.0,-124.0
-163.0,26.0,-120.0
-163.0,33.0,-137.0
-161.0,33.0,-132.0
-160.0,36.0,-128.0
-159.0,36.0,-125.0
-158.0,37.0,-115.0
-156.0,38.0,-113.0
-155.0,38.0,-112.0
-154.0,39.0,-110.0
-153.0,40.0,-109.0
-152.0,40.0,-109.0
-151.0,41.0,-107.0
-150.0,40.0,-106.0
-149.0,41.0,-105.0
-149.0,41.0,-104.0
-148.0,42.0,-103.0
-147.0,43.0,-102.0
-147.0,43.0,-101.0
-146.0,43.0,-100.0
-146.0,43.0,-100.0
-145.0,43.0,-99.0
-147.0,57.0,-74.0
-149.0,67.0,-68.0
-145.0,50.0,-51.0
-140.0,52.0,-18.0
-143.0,55.0,-7.0
-125.0,6.0,-10.0
-126.0,8.0,-13.0
-126.0,9.0,-17.0
-128.0,12.0,-24.0
-124.0,7.0,0.0
-123.0,12.0,-7.0
-122.0,15.0,-15.0
-123.0,17.0,-16.0
-133.0,11.0,-4.0
-140.0,9.0,-12.0
-152.0,6.0,-1.0
-144.0,17.0,-10.0
-96.0,56.0,-21.0
-86.0,48.0,-27.0
-97.0,54.0,-31.0
-111.0,61.0,-37.0
-108.0,58.0,-40.0
-111.0,59.0,-40.0
-108.0,57.0,-38.0
-119.0,52.0,-38.0
-117.0,54.0,-40.0
-122.0,50.0,-37.0
-118.0,53.0,-40.0
-79.0,26.0,-45.0
946.0,-108.0,-137.0
2304.0,195.0,-650.0
2587.0,257.0,-618.0
2405.0,264.0,-563.0
2062.0,244.0,-357.0
1866.0,260.0,-334.0
1792.0,247.0,-341.0
1720.0,232.0,-327.0
1610.0,230.0,-310.0
1486.0,226.0,-294.0
1397.0,224.0,-294.0
1332.0,212.0,-287.0
1254.0,195.0,-262.0
1153.0,194.0,-246.0
714.0,242.0,-177.0
-219.0,258.0,16.0
-1490.0,120.0,-6.0
-1372.0,220.0,39.0
-1214.0,292.0,18.0
-1170.0,282.0,0.0
-1131.0,290.0,-12.0
-1087.0,280.0,-7.0
-1041.0,258.0,4.0
-1002.0,249.0,-1.0
-966.0,248.0,-12.0
-927.0,235.0,-14.0
-889.0,213.0,-16.0
-858.0,92.0,-24.0
-872.0,-1344.0,43.0
-1018.0,-1448.0,-23.0
-932.0,-1456.0,-59.0
-886.0,-1371.0,-70.0
-844.0,-1320.0,-77.0
-764.0,-1369.0,-137.0
-636.0,-1359.0,-153.0
-593.0,-1333.0,-165.0
-579.0,-1237.0,-173.0
-530.0,-1042.0,-147.0
-536.0,-1045.0,-104.0
-518.0,-1081.0,-112.0
-504.0,-996.0,-84.0
-516.0,-835.0,-91.0
-463.0,-89.0,-98.0
-560.0,899.0,-146.0
-506.0,1241.0,-230.0
-464.0,1300.0,-253.0
-471.0,1174.0,-202.0
-452.0,1039.0,-199.0
-426.0,886.0,-185.0
-407.0,834.0,-190.0
-391.0,631.0,-208.0
-310.0,-828.0,-175.0
-355.0,-1257.0,-256.0
-356.0,-1200.0,-158.0
-335.0,-1134.0,-177.0
-313.0,-1042.0,-169.0
-303.0,-942.0,-149.0
-271.0,-890.0,-122.0
-238.0,-77.0,-208.0
-697.0,1358.0,-316.0
-655.0,2272.0,-336.0
-525.0,2538.0,-367.0
-468.0,2584.0,-383.0
-428.0,2579.0,-382.0
-356.0,2595.0,-370.0
-339.0,2522.0,-353.0
-331.0,2424.0,-339.0
-309.0,2341.0,-327.0
-288.0,2278.0,-321.0
-280.0,2186.0,-313.0
-261.0,1947.0,-279.0
-127.0,429.0,-139.0
-385.0,-1022.0,-339.0
-363.0,-1199.0,-185.0
-153.0,-1556.0,-188.0
-3.0,-1716.0,-136.0
-36.0,-958.0,-230.0
-756.0,516.0,-210.0
-280.0,1114.0,-180.0
-275.0,1144.0,-227.0
-223.0,1122.0,-273.0
-108.0,624.0,-139.0
59.0,-835.0,219.0
63.0,-2003.0,302.0
8.0,-2231.0,381.0
92.0,-2139.0,386.0
83.0,-1440.0,340.0
-139.0,55.0,178.0
-202.0,731.0,181.0
-374.0,790.0,174.0
-177.0,926.0,168.0
-177.0,876.0,200.0
-174.0,833.0,217.0
-171.0,797.0,226.0
-170.0,765.0,225.0
-168.0,733.0,204.0
-166.0,702.0,194.0
-164.0,671.0,182.0
-163.0,644.0,170.0
-161.0,618.0,160.0
-160.0,593.0,149.0
-159.0,569.0,139.0
-157.0,546.0,129.0
-156.0,524.0,120.0
-154.0,503.0,111.0
-154.0,483.0,102.0
-153.0,464.0,94.0
-152.0,446.0,86.0
-151.0,428.0,78.0
-151.0,412.0,72.0
-149.0,395.0,65.0
-149.0,380.0,59.0
-148.0,366.0,53.0
-147.0,352.0,47.0
-147.0,338.0,41.0
-146.0,325.0,36.0
-145.0,314.0,30.0
-144.0,301.0,25.0
-144.0,290.0,20.0
-144.0,280.0,16.0
-143.0,270.0,12.0
-143.0,261.0,8.0
-142.0,251.0,4.0
-142.0,242.0,0.0
-142.0,234.0,-3.0
-141.0,226.0,-7.0
-141.0,219.0,-10.0
-141.0,211.0,-14.0
-141.0,204.0,-17.0
-140.0,196.0,-20.0
-140.0,190.0,-23.0
-140.0,183.0,-26.0
-139.0,177.0,-28.0
-139.0,171.0,-31.0
-139.0,166.0,-32.0
-139.0,161.0,-34.0
-139.0,155.0,-37.0
-138.0,151.0,-39.0
-138.0,146.0,-40.0
-137.0,142.0,-42.0
-137.0,138.0,-44.0
-137.0,134.0,-46.0
-137.0,130.0,-47.0
-137.0,126.0,-48.0
-136.0,123.0,-50.0
-136.0,119.0,-51.0
-136.0,116.0,-52.0
-136.0,113.0,-54.0
-136.0,111.0,-54.0
-135.0,108.0,-55.0
-135.0,105.0,-56.0
-135.0,101.0,-57.0
-135.0,99.0,-58.0
-135.0,97.0,-59.0
-135.0,95.0,-60.0
-134.0,93.0,-61.0
-134.0,91.0,-62.0
-134.0,89.0,-62.0
-134.0,88.0,-63.0
-134.0,86.0,-64.0
-133.0,84.0,-64.0
-133.0,83.0,-65.0
-133.0,81.0,-66.0
-133.0,79.0,-66.0
-133.0,77.0,-67.0
-133.0,76.0,-68.0
-132.0,74.0,-68.0
-133.0,74.0,-68.0
-133.0,73.0,-69.0
-133.0,72.0,-70.0
-132.0,71.0,-71.0
-132.0,69.0,-72.0
-132.0,69.0,-72.0
-132.0,68.0,-72.0
-133.0,67.0,-73.0
-133.0,66.0,-73.0
-133.0,65.0,-74.0
-133.0,64.0,-74.0
-133.0,64.0,-75.0
-132.0,63.0,-75.0
-132.0,62.0,-76.0
-133.0,62.0,-76.0
-132.0,62.0,-77.0
-132.0,61.0,-77.0
-132.0,60.0,-77.0
-132.0,60.0,-77.0
-132.0,59.0,-78.0
-132.0,58.0,-78.0
-132.0,57.0,-78.0
-132.0,57.0,-79.0
-132.0,57.0,-79.0
-132.0,57.0,-78.0
-132.0,57.0,-78.0
-132.0,56.0,-78.0
-132.0,55.0,-78.0
-132.0,55.0,-79.0
-132.0,54.0,-79.0
-132.0,54.0,-79.0
-132.0,54.0,-79.0
-132.0,53.0,-79.0
-132.0,53.0,-79.0
-132.0,53.0,-79.0
-133.0,52.0,-80.0
-133.0,52.0,-80.0
-133.0,52.0,-80.0
-133.0,51.0,-80.0
-134.0,51.0,-80.0
-134.0,50.0,-80.0
-134.0,51.0,-81.0
-134.0,51.0,-81.0
-134.0,51.0,-80.0
-134.0,51.0,-80.0
-133.0,51.0,-81.0
-133.0,50.0,-81.0
-133.0,51.0,-81.0
-133.0,51.0,-81.0
-133.0,50.0,-81.0
-132.0,50.0,-82.0
-132.0,49.0,-82.0
-132.0,49.0,-82.0
-132.0,49.0,-82.0
-132.0,49.0,-82.0
-133.0,48.0,-82.0
-133.0,47.0,-82.0
-132.0,48.0,-82.0
-132.0,48.0,-82.0
-132.0,48.0,-82.0
-132.0,48.0,-82.0
-132.0,47.0,-82.0
-132.0,48.0,-82.0
-132.0,47.0,-82.0
-132.0,47.0,-82.0
-132.0,47.0,-82.0
-133.0,48.0,-83.0
-132.0,48.0,-83.0
-132.0,47.0,-83.0
-132.0,47.0,-83.0
-132.0,47.0,-83.0
-132.0,47.0,-83.0
-132.0,47.0,-83.0
-132.0,47.0,-83.0
-132.0,47.0,-84.0
-132.0,47.0,-84.0
-132.0,46.0,-84.0
-132.0,46.0,-84.0
-132.0,46.0,-84.0
-131.0,47.0,-83.0
-132.0,47.0,-83.0
-132.0,47.0,-83.0
-131.0,47.0,-83.0
-132.0,47.0,-83.0
-132.0,47.0,-83.0
-132.0,47.0,-82.0
-132.0,47.0,-82.0
-132.0,48.0,-83.0
-133.0,47.0,-83.0
-132.0,47.0,-83.0
-132.0,47.0,-83.0
-133.0,47.0,-83.0
-133.0,47.0,-83.0
-133.0,48.0,-82.0
-133.0,48.0,-82.0
-133.0,48.0,-82.0
-133.0,48.0,-82.0
-133.0,48.0,-82.0
-133.0,48.0,-82.0
-133.0,48.0,-83.0
-133.0,48.0,-83.0
-133.0,48.0,-83.0
-133.0,48.0,-83.0
-133.0,48.0,-83.0
-133.0,48.0,-83.0
-132.0,48.0,-83.0
-132.0,47.0,-83.0
-133.0,47.0,-83.0
